,advance,available_seats,departure_year,return_year,departure_days_to_closest_holiday,return_days_to_closest_holiday,departure_duration,return_duration,departure_stops,return_stops,departure_time,return_time,major_carrier_AM,major_carrier_UA,major_carrier_AA,major_carrier_NK,major_carrier_AC,major_carrier_B6,major_carrier_CM,major_carrier_WS,major_carrier_DL,major_carrier_SY,major_carrier_VX,major_carrier_AS,validating_carrier_AM,validating_carrier_UA,validating_carrier_AA,validating_carrier_NK,validating_carrier_AC,validating_carrier_B6,validating_carrier_CM,validating_carrier_nan,validating_carrier_WS,validating_carrier_SY,validating_carrier_DL,validating_carrier_AV,validating_carrier_VX,validating_carrier_AS,validating_carrier_HR,lowest_class_E,lowest_class_B,highest_class_E,highest_class_F,highest_class_B,highest_class_EP,highest_class_U,departure_weekday_Thursday,departure_weekday_Wednesday,departure_weekday_Friday,departure_weekday_Monday,departure_weekday_Saturday,departure_weekday_Tuesday,departure_weekday_Sunday,return_weekday_Monday,return_weekday_Wednesday,return_weekday_Tuesday,return_weekday_Saturday,return_weekday_Sunday,return_weekday_Thursday,return_weekday_Friday,departure_H_Memorial,departure_H_Martin,departure_H_Labor,departure_H_Columbus,departure_H_Christmas,departure_H_Thanksgiving,departure_H_Veterans,departure_H_Independence,departure_H_President,departure_H_NewYear,return_H_Memorial,return_H_Martin,return_H_Labor,return_H_Columbus,return_H_Independence,return_H_NewYear,return_H_Thanksgiving,return_H_Veterans,return_H_President,return_H_Christmas
0,-0.61619357731213,0.783934538442412,-0.3272714622753637,-0.4509957011476586,-3,-7,0.11930255264143155,0.11930255264143155,1,1,0.4342445462490109,1.4744313865375218,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,-0.61619357731213,0.783934538442412,-0.3272714622753637,-0.4509957011476586,-3,-7,-0.5657392598300734,-0.5657392598300734,1,1,0.4559459155342396,-0.7785126649778983,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,-0.61619357731213,0.783934538442412,-0.3272714622753637,-0.4509957011476586,-3,-7,-0.5657392598300734,-0.5657392598300734,1,1,0.4559459155342396,-0.985114521230404,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,-0.61619357731213,0.783934538442412,-0.3272714622753637,-0.4509957011476586,-3,-7,-0.2570940476176372,-0.2570940476176372,1,1,0.2582223287132664,-0.985114521230404,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,-0.61619357731213,1.1006434415924,-0.3272714622753637,-0.4509957011476586,-3,-7,-0.7991051519906961,-0.7991051519906961,1,1,0.2751011714906665,-0.985114521230404,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,-0.61619357731213,1.1006434415924,-0.3272714622753637,-0.4509957011476586,-3,-7,-0.7991051519906961,-0.7991051519906961,1,1,0.2751011714906665,-0.8080272158711134,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,-0.61619357731213,0.783934538442412,-0.3272714622753637,-0.4509957011476586,-3,-7,-0.283441809635772,-0.283441809635772,2,2,0.2751011714906665,-0.8080272158711134,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,-0.61619357731213,1.1006434415924,-0.3272714622753637,-0.4509957011476586,-3,-7,-0.5280995998041667,-0.5280995998041667,1,1,0.2582223287132664,-0.8080272158711134,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,-0.61619357731213,1.1006434415924,-0.3272714622753637,-0.4509957011476586,-3,-7,-0.6523104778896593,-0.6523104778896593,1,1,0.4535346522803253,-0.7785126649778983,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,-0.61619357731213,1.1006434415924,-0.3272714622753637,-0.4509957011476586,-3,-7,-0.8706205060399191,-0.8706205060399191,1,1,0.4535346522803253,-0.985114521230404,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10,-0.61619357731213,-0.4829010741575401,-0.3272714622753637,-0.4509957011476586,-3,-7,-1.0249431121461374,-1.0249431121461374,1,1,0.14248169252537965,-1.024467255754691,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11,-0.61619357731213,-0.4829010741575401,-0.3272714622753637,-0.4509957011476586,-3,-7,-1.0249431121461374,-1.0249431121461374,1,1,0.14248169252537965,-1.0047908884925474,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12,-0.61619357731213,-0.4829010741575401,-0.3272714622753637,-0.4509957011476586,-3,-7,-0.7238258319388824,-0.7238258319388824,2,2,0.16659432506452276,-0.4991082498554619,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
